date,qqq_close,spy_close
2019-03-28,178.3099976,280.7099915
2019-03-29,179.6600037,282.480011
2019-04-01,182.0399933,285.8299866
2019-04-02,182.7299957,285.9700012
2019-04-03,183.7799988,286.4200134
2019-04-04,183.7100067,287.1799927
2019-04-05,184.6600037,288.5700073
2019-04-08,185.1300049,288.7900085
2019-04-09,184.4799957,287.3099976
2019-04-10,185.4700012,288.2900085
2019-04-11,185.0299988,288.2099915
2019-04-12,185.8300018,290.1600037
2019-04-15,185.8600006,289.9700012
2019-04-16,186.5,290.1600037
2019-04-17,187.1499939,289.4500122
2019-04-18,187.3899994,290.019989
2019-04-22,187.9199982,290.269989
2019-04-23,190.3099976,292.8800049
2019-04-24,189.7100067,292.230011
2019-04-25,190.4799957,292.0499878
2019-04-26,190.6499939,293.4100037
2019-04-29,191.0200043,293.8699951
2019-04-30,189.5399933,294.019989
2019-05-01,188.9299927,291.8099976
2019-05-02,188.1100006,291.1799927
2019-05-03,191.1100006,294.0299988
2019-05-06,189.9400024,292.8200073
2019-05-07,186.2400055,287.9299927
2019-05-08,185.7700043,287.5299988
2019-05-09,184.7700043,286.6600037
2019-05-10,185,288.1000061
2019-05-13,178.5800018,280.8599854
2019-05-14,180.5399933,283.3999939
2019-05-15,183.0899963,285.0599976
2019-05-16,184.9299927,287.7000122
2019-05-17,183.0399933,285.8399963
2019-05-20,179.9499969,283.9500122
2019-05-21,181.8300018,286.5100098
2019-05-22,181.0200043,285.6300049
2019-05-23,178.25,282.1400146
2019-05-24,178.1600037,282.7799988
2019-05-28,177.4900055,280.1499939
2019-05-29,176.0299988,278.269989
2019-05-30,176.7700043,279.0299988
2019-05-31,173.9499969,275.269989
2019-06-03,170.1199951,274.5700073
2019-06-04,174.9100037,280.5299988
2019-06-05,176.2100067,282.9599915
2019-06-06,177.6100006,284.7999878
2019-06-07,181.0399933,287.6499939
2019-06-10,183.1499939,288.9700012
2019-06-11,183.3999939,288.8999939
2019-06-12,182.3399963,288.3900146
2019-06-13,183.4199982,289.5799866
2019-06-14,182.6399994,289.2600098
2019-06-17,183.7400055,289.3699951
2019-06-18,186.4100037,292.3999939
2019-06-19,187.1100006,293.0599976
2019-06-20,188.8500061,295.8599854
2019-06-21,188.5700073,294
2019-06-24,188.1600037,293.6400146
2019-06-25,184.9299927,290.7600098
2019-06-26,185.7899933,290.4700012
2019-06-27,186.5,291.5
2019-06-28,186.7400055,293
2019-07-01,189.2599945,295.6600037
2019-07-02,190.0099945,296.4299927
2019-07-03,191.4400024,298.7999878
2019-07-05,191.0500031,298.4599915
2019-07-08,189.7100067,296.8200073
2019-07-09,190.6600037,297.1900024
2019-07-10,192.5599976,298.6099854
2019-07-11,192.4199982,299.3099976
2019-07-12,193.5299988,300.6499939
2019-07-15,194.1499939,300.75
2019-07-16,193.1499939,299.7799988
2019-07-17,192.1999969,297.7399902
2019-07-18,192.4199982,298.8299866
2019-07-19,191.0099945,297.1700134
2019-07-22,192.5299988,297.8999939
2019-07-23,193.7899933,300.0299988
2019-07-24,195.1499939,301.4400024
2019-07-25,193.3000031,300
2019-07-26,195.2899933,302.0100098
2019-07-29,194.6199951,301.4599915
2019-07-30,193.7799988,300.7200012
2019-07-31,191.1000061,297.4299927
2019-08-01,190.1499939,294.8399963
2019-08-02,187.3500061,292.6199951
2019-08-05,180.7299957,283.8200073
2019-08-06,183.2599945,287.7999878
2019-08-07,184.25,287.9700012
2019-08-08,188.2599945,293.6199951
2019-08-09,186.4900055,291.6199951
2019-08-12,184.3500061,288.0700073
2019-08-13,188.3899994,292.5499878
2019-08-14,182.7599945,283.8999939
2019-08-15,182.5500031,284.6499939
2019-08-16,185.4799957,288.8500061
2019-08-19,188.4299927,292.3299866
2019-08-20,186.9700012,290.0899963
2019-08-21,188.6300049,292.4500122
2019-08-22,188.0200043,292.3599854
2019-08-23,182.0700073,284.8500061
2019-08-26,184.8200073,288
2019-08-27,184.4299927,286.8699951
2019-08-28,185.0899963,288.8900146
2019-08-29,187.9199982,292.5799866
2019-08-30,187.4700012,292.4500122
2019-09-03,185.6499939,290.7399902
2019-09-04,188.3300018,294.0400085
2019-09-05,191.7799988,297.8200073
2019-09-06,191.5899963,298.0499878
2019-09-09,191.1900024,298.2000122
2019-09-10,190.6399994,298.1300049
2019-09-11,192.4299927,300.25
2019-09-12,193.2299957,301.2900085
2019-09-13,192.5399933,301.0899963
2019-09-16,191.6799927,300.1600037
2019-09-17,192.6000061,300.9200134
2019-09-18,192.5200043,301.1000061
2019-09-19,192.8399963,301.0799866
2019-09-20,190.8000031,298.2799988
2019-09-23,190.5,298.2099915
2019-09-24,187.9700012,295.8699951
2019-09-25,190.0800018,297.6199951
2019-09-26,189.3800049,297
2019-09-27,187.0299988,295.3999939
2019-09-30,188.8099976,296.769989
2019-10-01,187.2700043,293.2399902
2019-10-02,184.0500031,288.0599976
2019-10-03,186.0700073,290.4200134
2019-10-04,188.8099976,294.3500061
2019-10-07,188.2400055,293.0799866
2019-10-08,185.4199982,288.5299988
2019-10-09,187.2299957,291.269989
2019-10-10,188.6799927,293.2399902
2019-10-11,191.1100006,296.2799988
2019-10-14,191.0899963,295.9500122
2019-10-15,193.5200043,298.8800049
2019-10-16,193.0399933,298.3999939
2019-10-17,193.5500031,299.2799988
2019-10-18,191.6900024,297.9700012
2019-10-21,193.3899994,299.9899902
2019-10-22,191.8500061,299.0100098
2019-10-23,192.2200012,299.8800049
2019-10-24,194.0899963,300.3699951
2019-10-25,195.6399994,301.6000061
2019-10-28,197.5700073,303.2999878
2019-10-29,196.0399933,303.2099915
2019-10-30,196.9900055,304.1400146
2019-10-31,197.0800018,303.3299866
2019-11-01,198.8699951,306.1400146
2019-11-04,200.1000061,307.3699951
2019-11-05,200.2100067,307.0299988
2019-11-06,199.7599945,307.1000061
2019-11-07,200.4299927,308.1799927
2019-11-08,201.2299957,308.9400024
2019-11-11,200.9600067,308.3500061
2019-11-12,201.5399933,309
2019-11-13,201.5899963,309.1000061
2019-11-14,201.4299927,309.5499878
2019-11-15,202.9100037,311.7900085
2019-11-18,203.0700073,312.019989
2019-11-19,203.3699951,311.9299927
2019-11-20,202.1499939,310.769989
2019-11-21,201.6999969,310.269989
2019-11-22,201.8300018,310.9599915
2019-11-25,204.2200012,313.3699951
2019-11-26,204.6100006,314.0799866
2019-11-27,206.0399933,315.480011
2019-11-29,205.1000061,314.3099976
2019-12-02,203,311.6400146
2019-12-03,201.4100037,309.5499878
2019-12-04,202.4299927,311.4599915
2019-12-05,202.8300018,312.019989
2019-12-06,205,314.8699951
2019-12-09,204.0700073,313.8800049
2019-12-10,203.8999939,313.5299988
2019-12-11,204.9799957,314.4200134
2019-12-12,206.5099945,317.1300049
